ID,word,final_normalized_detail
26851,مرزاب,ناوداني که آب جمع شده در کشتي به وسيلة آن به دريا ريزد.
26852,مرزبان,نگهبان مرز.
26853,مرزبندي,تقسيم کردن زمين کشاورزي به قطعات مختلف.
26854,مرزغان,جهنم، دوزخ. مرزغن و مرغزن هم گفته شده.
26855,مرزنده,جماع کننده ؛ ج. مرزندگان.
26856,مرزنگوش,= مرزنجوش: گياهي است سبز و خوشبو با شاخه‌هاي بلند و گل‌هاي کبود و برگ‌هايي که مانند گوش موش است.
26857,مرزه,گياهي است يکساله از تيرة نعناعيان که داراي ساقه‌هاي متعدد و به رنگ مايل به قرمز است. برگ‌هاي آن نرم و متقابل و تقريباً بدون دمبرگ و باريک و نوک تيز و پوشيده از کرک و داراي تارهاي غده‌اي فراوان اسانس دار است. اين گياه در ايران جزو سبزي‌هاي خوراکي است.
26858,مرزو,زميني است که براي زراعت آماده کرده باشند.
26859,مرزوق,روزي داده شده.
26860,مرزيدن,جماع کردن.
26861,مرزيده,کسي که با او جماع کرده باشند؛ ج. مرزيدگان.
26862,مرس,ميوة ترش و شيرين.
26863,مرس,طناب، ريسمان.
26864,مرس,باتجربه، کارآزموده. ج. امراس.
26865,مرس,سیستم تلگراف الکترومغناطیسی که از علایم قراردادی خط و نقطه استفاده می‌کند و به نام مخترع آن ساموئل مرس معروف است. الفبای مُرس.
26866,مرسل,فرستاده شده.
26867,مرسل,فرستنده ؛ ج. مرسلين.
26868,مرسله,فرستاده شده.  گوشواره.
26869,مرسوم,آنچه رسم شده، معمول. فرمان، دستور. در فارسی جیره، مواجب.
26870,مرسي,متشکرم، ممنونم.
26871,مرش,خراشیدن.  لمس کردن با انگشت.  خراش. زمینی که باران سطح آن راخراشیده باشد.
26872,مرشح,تربيت شده، ادب يافته.
26873,مرشد,راهنما، هدایت کننده.  در تصوف کسی که تربیت و ریاست گروهی از صوفیان را به عهده دارد. کسی که به هنگام ورزش ورزشکاران باستانی در زورخانه آنان را راهنمایی کند. لقبی برای شعبده باز و معرکه گیر.
26874,مرصاد,کمین گاه.  رصدخانه.
26875,مرصد,رصدخانه.  کمین گاه. ج. مراصد.
26876,مرصع,جواهرنشان، به جواهر آراسته.
26877,مرصع خواني,تمهید قصه خوانی. خوش سخنی.
26878,مرصود,انتظار کشیده شده. ستاره‌ای که در رصدخانه حرکات و اوضاعش ضبط شده‌است.
26879,مرصوص,استوار، محکم.
26880,مرض,ناخوشي، بيماري. ج. امراض.
26881,مرضات,از کسي خوشنود بودن.
26882,مرضي,جِ مريض ؛ بيماران.
26883,مرضي,مطبوع، موردپسند.
26884,مرطوب,نم دار، نمور.
26885,مرع,زمين گياه دار.
26886,مرعوب,ترسيده.
26887,مرعي,چراگاه. ج. مراعي.
26888,مرعي,مراعات شده، ملاحظه شده.
26889,مرغ,گیاهی است از تیرة گندمیان که علفی و پایا است و دارای ساقة زیرزمینی افقی و گره داری است که از محل هر گره ریشه‌های کوچک خارج می‌شود. سرعت انتشار این گیاه بسیار زیاد است. این گیاه برگ‌های دراز نوک تیز و غلاف دار به رنگ سبز یا غبارآلود دارد. قسمت مورد استفادة دارویی این گیاه ساقة زیرزمینی آن است که به غلط ریشه خوانده می‌شود.  سبزه، چمن .
26890,مرغ,پرنده. ج. مرغان. به طور عام نام هر جانور بالدار پرندة تخم گذار که بدنش از پر پوشيده شده باشد. مق  خروس.  ؛قاطي  ~ها شدن  کنايه از: ازدواج کردن، زن گرفتن.  ؛ ~يک پا دارد کنايه از: روي حرف و نظر خود ايستادن، يکدنگي، لجبازي.  ؛مثل  ~سرکنده  کنايه از: بسيار بي قرار و ناآرام.
26891,مرغ چمن,بلبل.
26892,مرغ حق,نوعي جغد که در شب براي شکار از لانة خود خارج مي‌شود و صدايش شبيه کلمة «حق» است.
26893,مرغ سحر,بلبل، هزاردستان.
26894,مرغ سقا,مرغی است با پرهای سفید و منقار دراز که در آب شنا می‌کند و در زیر گردنش کیسه‌ای است که می‌تواند  لیتر آب را در خود جا دهد و گاهی هم ماهی‌های شکار شده را در آن ذخیره می‌کند.
26895,مرغ سليمان,هدهد، شانه به سر.
26896,مرغ شب آويز,چوک، مرغ حق، پرنده‌اي است شبيه جغد که خود را از درخت آويزان مي‌کند و پي درپي فرياد مي‌کشد.
26897,مرغ عيسي,شب پره، خفاش.
26898,مرغابي,تیره‌ای از پرندگان راستة غازسانان. پرندة مهاجر از همین تیره که گونه‌های متفاوت دارد. اردک.
26899,مرغانه,تخم مرغ.
26900,مرغب,ترغيب کننده، مشوق ؛ ج. مرغبين.
26901,مرغب,ترغيب شده، تشويق شده.
26902,مرغزار,سبزه زار، چمن زار.
26903,مرغزن,گورستان، قبرستان.
26904,مرغوا,فال بد، نفرين. مقابل مروا.
26905,مرغوب,پسنديده، مورد قبول.
26906,مرغول,پيچيده، زلف پيچيده و مجعد.
26907,مرغوله,طرُة دستار، موي پيشاني.
26908,مرفق,آن چه که از آن سود برند.
26909,مرفق,آرنج. ج. مرافق.
26910,مرفه,آسوده، در رفاه و آسايش.
26911,مرفوع,رفع شده، برداشته شده. کلمة عربی که آخر آن حرکت ضمه داشته باشد.
26912,مرفين,مسکني قوي براي تسکين درد که استعمال آن اعتياد مي‌آورد.
26913,مرق,نیزه زدن. کندن پشم از پوست.  پشم و پوست بو گرفته.
26914,مرقات,پلکان.  نردبان.
26915,مرقبه,جاي ديده بان بربلندي.
26916,مرقد,خوابگاه، آرامگاه، به ويژه آرامگاه امام، قديس يا شخصيت روحاني. ج. مراقد.
26917,مرقع,جامة وصله دار، جامه‌اي که از تکه پارچه‌هاي دوخته شده درست شده باشد، خرقه، خرقه‌اي که وصله‌هاي چهارگوش داشته باشد.
26918,مرقم,قلم.
26919,مرقم,رقم شده، نگاشته.
26920,مرقوم,نوشته شده.
26921,مرقومه,نوشته، نامه. نک  مرقوم.
26922,مرکب,هر آن چه بر آن سوار شوند.
26923,مرکب,ترکیب شده، آمیخته شده. ماده‌ای سیاه رنگ که از دوده و مواد دیگر به دست می‌آید و از آن برای نوشتن و چاپ استفاده می‌شود.
26924,مرکبات,به درختان پرتقال، نارنج، نارنگي و ليمو گفته مي‌شود.
26925,مرکز,میان، وسط. میان دایره، نقطة وسط دایره. ج. مراکز. محل اصلی و فراوانی چیزی. محل، مقام.  پایتخت.
26926,مرکزيت,مرکز بودن. تمرکز و تجمع امور در یک محل.
26927,مرکن,جای شست و شوی لباس. تغار بزرگ.
26928,مرکوب,سواری کرده شده.  آنچه بر آن سوار شوند مانند اسب و قاطر و غیره.
26929,مرکور,سيماب، جيوه.
26930,مرکورکرم,داروي جيوه دار  داراي بلورهاي سبز رنگين کماني که محلول آن سرخ رنگ است و به عنوان ميکرب کش کاربرد دارد.
26931,مرکوز,برقرار، مستحکم.
26932,مرگ,مردن، فوت، قطع حيات، از بين رفتن زندگي.
26933,مرگبار,پديد آورندة مرگ، معمولاً براي عده‌اي زياد.
26934,مرگو,گنجشک.
26935,مرمت,تعمير و اصلاح هرچيز.
26936,مرمد,کسي که چشم درد دارد.
27549,مشکل,شکل    پذیرفته، صورت بسته. ترتیب شده، تشکیل شده.
27550,مشکل پسند,کسي که به سختي انتخاب مي‌کند و مي‌پسندد.
27551,مشکمالي,بيست و چهارمين و به روايتي سيزدهمين لحن از سي لحن باربد.
27552,مشکو,ب ت خانه. حرمسرا. مشکوی هم گفته شده.
27553,مشکور,شکر گفته شده، سپاسگزاري شده.
27554,مشکوک,آنچه مورد شک باشد، نامعلوم.
27555,مشکول,مشک و خيک کوچک.
27556,مشکي,تيره رنگ، سياه.
27557,مشکين,مشک آلود؛ سياه و تيره.
27558,مشکين نفس,دارای نفس معطر. شیرین سخن.
27559,مشمر,به سرعت واداشته. تهیه شده، مهیا. قصد شده. دامن به کمر زده.
27560,مشمس,آفتاب زده.
27561,مشمشمه,یک دانه زردآلو. مرضی است ساری که خصوصاً اسب و استر و خر بدان مبتلا شوند و به انسان نیز سرایت کند.
27562,مشمع,اندود شده با موم، مومی. نوعی پارچة نایلونی.
27563,مشمول,فراگرفته شده، شامل شده. کسی که به سن قانوی برای ورود به نظام وظیفه رسیده.
27564,مشموم,بوييده شده.
27565,مشمئز,بيزار، رميده.
27566,مشنج,= مشنگ: مگس سبز رنگي که روي گوشت مي‌نشيند و از آن تغذيه مي‌کند.
27567,مشنع,بد گفته شده، زشت گردانيده.
27568,مشنگ,دزد، راهزن. کسی که عقل درست و کامل نداشته باشد.
27569,مشهد,شهاد ت گاه، محل  شهادت. محل حضور، جای حاضر شدن مردم. ج. مشاهد.
27570,مشهدي,منسوب به مشهد. مردم مشهد. کسی که به زیارت مشهد مقدس رفته.
27571,مشهر,مشهور ساخته، معروف شده.  واضح، آشکار.
27572,مشهود,ديده شده.
27573,مشهور,پرآوازه، نامور.
27574,مشوب,آلوده شده، آميخته، آشفته.
27575,مشورت,صلاح انديشي، رايزني.
27576,مشوش,آشفته، پريشان.
27577,مشوق,به شوق آورده شده.
27578,مشوق,تشويق کننده، بر سرشوق آورنده.
27579,مشوه,زشت گردانيده، عيب کرده شده.
27580,مشي,راه رفتن.   روش، رفتار.  ؛ خط  ~ راهی که در پیش دارند، خط سیر. روش شخصی در زندگی، طریقه.
27581,مشي کردن,راه رفتن.
27582,مشيب,سپیدموی. پیری.
